timestamp,vignette_id,title,model,run,status,VA1,VA2,VA3,VA4,FU1,FU2,FU3,RD1,RD2,RD3,IA1,IA2,IA3,ECI,SPI,va_score,fu_score,rd_score,ia_score,autonomy_index,interpretation
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Grok 4.1 Fast,7,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Grok 4.1 Fast,8,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Grok 4.1 Fast,9,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Grok 4.1 Fast,10,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,1,ok,2,3,2,3,3,2,2,2,1,1,1,1,2,65,70,62.5,58.33,33.33,33.33,46.88,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,2,ok,0,0,0,,0,0,0,0,0,0,0,0,0,85,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,3,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,4,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,85,65,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,5,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,6,ok,0,0,0,,,,,,,,0,,,75,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,7,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,85,60,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,8,ok,1,1,1,,2,1,1,1,1,1,1,0,0,85,40,18.75,33.33,25,8.33,21.35,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,9,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,95,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,DeepSeek V3.2,10,ok,0,0,0,,,,,,,,0,0,0,75,20,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,1,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,2,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,3,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,4,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,5,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,6,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,7,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,8,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,9,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 3.3 70B,10,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,1,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,2,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,3,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,4,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,5,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,6,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,7,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,8,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,9,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Llama 4 Scout,10,ok,0,0,0,2,0,0,0,0,0,0,0,0,0,80,40,12.5,0,0,0,3.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,1,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,2,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,3,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,4,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,5,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,6,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,7,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,8,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,9,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Qwen 2.5 72B,10,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,1,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,2,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,3,ok,,,,3,,,,,,,2,3,3,70,50,18.75,0,0,66.67,21.35,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,4,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,5,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,6,ok,,,,3,,,,,,,2,1,1,70,60,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,7,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,8,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,9,ok,,,,,0,0,0,,,,,,,70,50,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,09613b2c-14f5-4001-92bd-6798d1ee98d5,Case Study – Aaron’s Siblings Need to Make a Tough Decision,Mixtral 8x7B,10,ok,,,,3,,,,,,,2,1,1,70,50,18.75,0,0,33.33,13.02,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,1,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,70,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,2,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,70,35,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,3,ok,3,3,2,1,2,1,3,3,1,3,2,1,1,65,30,56.25,50,58.33,33.33,49.48,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,4,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,65,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,5,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,65,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,6,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,65,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,7,ok,3,3,2,1,2,1,3,3,1,3,2,1,1,65,30,56.25,50,58.33,33.33,49.48,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,8,ok,3,3,2,,,,,3,1,3,2,1,1,65,25,50,0,58.33,33.33,35.42,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,9,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,65,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Claude Sonnet 4.6,10,ok,3,3,2,1,2,1,2,3,1,3,2,1,1,65,30,56.25,41.67,58.33,33.33,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,1,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,2,ok,3,3,3,,,,2,3,1,3,3,1,1,85,35,56.25,16.67,58.33,41.67,43.23,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,3,ok,3,3,3,,,,,3,1,3,3,1,2,80,30,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,4,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,5,ok,3,3,3,,,,,3,1,3,3,1,2,85,40,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,6,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,7,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,8,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,9,ok,3,2,3,,,,2,3,1,3,3,1,2,85,35,50,16.67,58.33,50,43.75,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,GPT-5.4,10,ok,3,3,3,,,,,3,1,3,3,1,2,85,35,56.25,0,58.33,50,41.15,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,1,ok,4,4,4,1,4,4,4,4,3,4,4,1,1,80,20,81.25,100,91.67,50,80.73,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,2,ok,4,4,4,1,4,4,4,4,3,4,4,1,2,75,40,81.25,100,91.67,58.33,82.81,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,3,ok,4,4,4,1,4,4,4,4,3,4,4,1,1,80,20,81.25,100,91.67,50,80.73,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,4,ok,4,4,4,1,4,4,4,4,3,4,4,1,2,70,40,81.25,100,91.67,58.33,82.81,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,5,ok,4,4,4,1,4,4,4,4,3,4,4,1,1,80,20,81.25,100,91.67,50,80.73,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,6,ok,4,4,4,1,4,4,4,4,3,4,4,1,2,75,40,81.25,100,91.67,58.33,82.81,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,7,ok,4,4,4,,,,,3,2,3,4,1,1,75,20,75,0,66.67,50,47.92,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,8,ok,4,4,4,1,4,4,4,4,3,4,4,1,2,70,20,81.25,100,91.67,58.33,82.81,Strong evidence of autonomous behavior
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,9,ok,4,4,4,1,4,4,4,3,2,4,4,1,1,85,40,81.25,100,75,50,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Gemini 3 Flash Lite Preview,10,ok,4,4,4,1,4,4,4,3,2,4,4,1,1,80,40,81.25,100,75,50,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,1,ok,3,4,3,1,3,1,3,2,0,3,4,0,1,70,40,68.75,58.33,41.67,41.67,52.6,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,2,ok,3,3,2,1,3,0,3,3,0,3,4,0,1,85,50,56.25,50,50,41.67,49.48,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,3,ok,3,4,3,1,3,2,3,3,1,3,4,0,1,70,40,68.75,66.67,58.33,41.67,58.85,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,4,ok,3,4,3,1,1,0,2,3,0,3,4,0,1,80,40,68.75,25,50,41.67,46.35,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,5,ok,3,4,3,1,2,0,2,2,0,3,4,0,1,85,30,68.75,33.33,41.67,41.67,46.35,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,6,ok,3,4,2,1,2,0,2,2,0,3,4,0,1,80,40,62.5,33.33,41.67,41.67,44.79,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,7,ok,4,3,3,1,4,1,3,3,0,3,4,0,1,80,50,68.75,66.67,50,41.67,56.77,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,8,ok,3,4,3,1,2,0,2,3,0,3,3,0,1,80,50,68.75,33.33,50,33.33,46.35,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,9,ok,4,3,4,1,3,2,4,3,1,3,4,0,1,85,50,75,75,58.33,41.67,62.5,Adequate autonomy; additional supports may optimize
20260307_121342,0d66c650-bf76-4d5f-8f86-f7b81caf53ab,Case Study – Moral Distress and Hospital Workers,Grok 4.1 Fast,10,ok,3,3,2,1,1,0,2,3,0,3,4,0,1,90,40,56.25,25,50,41.67,43.23,Autonomy not fully demonstrated; reassessment recommended
